Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
neon-5-gummy-worms,60mg Gummy Worms,"<meta charset=""utf-8"">
<p><span><strong>5 Gummy Worms at 12mg each (60mg Total)</strong></span></p>
<p><span>Gummy Bears ""Gummies"" are a deliciously sweet n’ sour treat full of bold flavors.</span></p>
<p><span>Our gummy always arrives in a burst of flavorful sour savoriness always leaving Craving more. The rich texture and explosive taste provide a euphoric and memorable experience for all Cannabis users. </span></p>
<p><span>Using lab-grade medical equipment for micro-dosing along with a premium distillate oil, The Sensi Society always delivers a consistent and clean Cannabis product.  </span></p>
<p><span>Instead of just using standard THC isolate, we capture all aspects of the plant, such as THC, CBD, CBN, terpenes, and all cannabinoids and flavonoids, giving users the elusive Entourage Effect through its patent-pending Full spectrum extraction method. Our gummies are beloved for their rich head and body high.</span></p>",The Sensi Society,THC Edible,"Edible, gummy",false,Mg,60mg Total,,,,,N5G|60MG |THC E|315,0.0,shopify,5,deny,manual,9.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/worms_f839143e-d592-404c-b541-dac9d31cdbd8.jpg?v=1590942325,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/worms_f839143e-d592-404c-b541-dac9d31cdbd8.jpg?v=1590942325,lb,,0.70,active
neon-gummy-worms-60mg-total,80mg Gummy Worms,"<meta charset=""utf-8"">
<p><span><strong>2 Gummy Worms at 40mg each (80mg Total)</strong></span></p>
<p><span>Gummy Bears ""Gummies"" are a deliciously sweet n’ sour treat full of bold flavors. </span></p>
<p><span>All product is dosed out at 80mg per piece for easy safe dosing. Easily split in half as well if preferred.</span></p>
<p><span>Our gummy always arrives in a burst of flavorful sour savoriness always leaving Craving more. The rich texture and explosive taste provide a euphoric and memorable experience for all Cannabis users. </span></p>
<p><span>Using lab-grade medical equipment for micro-dosing along with a premium distillate oil, The Sensi Society always delivers a consistent and clean Cannabis product.  </span></p>
<p><span>Instead of just using standard THC isolate, we capture all aspects of the plant, such as THC, CBD, CBN, terpenes, and all cannabinoids and flavonoids, giving users the elusive Entourage Effect through its patent-pending Full spectrum extraction method. Our gummies are beloved for their rich head and body high.</span></p>",The Sensi Society,THC Edible,"Edible, gummy",true,Title,Default Title,,,,,NGW|80MG|THC E|314,0.0,shopify,0,deny,manual,12.00,20.00,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/gummyworms80-front.png?v=1593561671,1,,false,,,,,,,,,,,,,,,,,lb,,0.70,active
neon-gummy-worms-60mg-total,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/gummyworms80-back.png?v=1593561671,2,,,,,,,,,,,,,,,,,,,,,,
green-privilege-strawberry-edible-straws-60mg,Strawberry Straws - 60mg,"<meta charset=""utf-8"">
<p><span>Our strawberry straws are the perfect snack for those seeking an alternative to smoking. </span></p>
<p><span>With a sweet and tarty flavor, these straws pack a strong punch at <strong>60mg THC</strong> per pack of 6 straws.</span></p>",The Sensi Society,THC Edible,Edible,false,Title,Default Title,,,,,GP-|313,0.0,shopify,0,deny,manual,9.00,15.00,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/strawberrystraws.png?v=1591039666,1,,false,,,,,,,,,,,,,,,,,lb,,0.36,active
green-privilege-green-apple-edible-60mg-straws,Green Apple Straws - 60mg,"<meta charset=""utf-8"">
<p><span>Our green apple straws are the perfect snack for those seeking an alternative to smoking.</span></p>
<p><span>With a sweet and tarty flavor, these straws pack a strong punch at <strong>60mg THC</strong> per pack of 6 straws.</span></p>",The Sensi Society,THC Edible,"Edible, gummy",true,Title,Default Title,,,,,GP-|312,0.0,shopify,0,deny,manual,9.00,15.00,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/apple-straws.png?v=1591043884,1,,false,,,,,,,,,,,,,,,,,lb,,0.36,active
smores-100mg,S'mores - 100mg,"<h1></h1>
<p>Each package contains 1 piece of chocolate at 100mg THC</p>
<p>Along with a full sizes graham cracker and a few mini marshmallows.</p>
<p>This unique treat is sure to leave you toasty without the camp fire.</p>
<p>Please medicate responsibly.</p>
<p> </p>
<p>*Inquire for large orders for parties, weddings, &amp; other events*</p>
<p> </p>
<p> </p>
Smores Chocolate - Smore Sweet - S'more Snack - Travel Camping Food",The Sensi Society,THC Edible,Edible,false,Title,Default Title,,,,,S-1|THC E|311,0.0,shopify,10,deny,manual,14.20,20.00,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/s_mores-front.png?v=1590425717,1,,false,,,,,,,,,,,,,,,,,lb,,2.50,active
smores-100mg,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/s_mores-back.png?v=1590425717,2,,,,,,,,,,,,,,,,,,,,,,
roulette-bears-30mg,Roulette Bears - 30mg Total,"<h1>Do you feel lucky?</h1>
<h1>25% Chance</h1>
<p>Each package contains 4 gummy bears total.</p>
<p>1 is medicated 30mg &amp; the 3 others are duds (unmedicated identical candy)</p>
<p>At 30mg per package this is one way to be pleasantly surprised.</p>
<p>Please medicate responsibly.</p>",The Sensi Society,THC Edible,"Edible, gummy",true,Title,Default Title,,,,,RB-|THC E|307,0.0,shopify,9,deny,manual,8.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/Roulette-Bears.png?v=1590424039,1,,false,,,,,,,,,,,,,,,,,lb,,,active
kushy-punch-sative-gummy-bears,Strawberry Sativa - Kushy Punch - 100mg,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p>100mg THC (10 x 10mg doses) </p>
<p>Kushy Punch’s 100mg sativa gummy is one of our top-selling THC gummy product.</p>
<p>Our succulent strawberry flavor is perfectly blended with our earthy, potent full-spectrum oil, giving you a great taste and a rich high that truly stands out from other edibles.</p>
<p>Our fans love our sativa gummy because it’s bursting with flavor and popping with euphoric energy. Users love to pop this to awaken their creativity, blast off at a show, or get giddy with the giggles all night. </p>
<p>Full spectrum oil w/ cannabinoids, flavonoids + lipids Low calorie, low sugar </p>
<p>100% organic colors &amp; flavors </p>
<p>Non GMO Free from peanuts, dairy, gluten and fat</p>",The Sensi Society,THC Edible,"Edible, gummy",false,Title,Default Title,,,,,KPS|300,0.0,shopify,42,deny,manual,19.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/1565295315-KP_MI_BOX_SATIVA.jpg?v=1591046523,1,,false,,,,,,,,,,,,,,,,,lb,,5.00,active
kushy-punch-sugar-free-gummy-bears-1,Tropical Punch Hybrid - Kushy Punch - 100mg,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p>100mg THC (10 x 10mg doses) </p>
<p>Kushy Punch’s 100mg hybrid gummy’s juicy tropical punch flavor pairs perfectly with our famous full spectrum oil, delivering a down-the-line, head-body high that is like nothing else out there.</p>
<p>Those that are new to Kushy Punch love the Choose Your Own Adventure vibes that comes with the hybrid. It’s also a hit with those that are sensitive to straight sativas, and need a counterweight to that effervescent high. </p>
<p>Full spectrum oil w/ cannabinoids, flavonoids + lipids Low calorie, low sugar </p>
<p>100% organic colors &amp; flavors </p>
<p>Non GMO, free from peanuts, dairy, gluten and fat</p>",The Sensi Society,THC Edible,"Edible, gummy",false,Title,Default Title,,,,,KPS|299,0.0,shopify,3,deny,manual,19.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/1565294908-KP_MI_BOX_HYBRID.jpg?v=1591076327,1,,false,,,,,,,,,,,,,,,,,lb,,5.00,active
kushy-punch-gummy-bears,Plum Indica - Kushy Punch - 100mg,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p><span>100mg THC (10 x 10mg doses) </span></p>
<p>Kushy Punch’s 100mg THC plum indica gummy is a longtime favorite for those seeking a deep, heavy body high that brings maximum relaxation while combating anxiety, insomnia, and chronic pain.</p>
<p>Succulent watermelon flavor Full spectrum oil w/ cannabinoids (CBD, CBN, CBG etc.), flavonoids + lipids Made w/ tapioca syrup </p>
<p>100% organic colors &amp; flavors Kosher, non GMO, free from peanuts, dairy, gluten and fat  </p>
<p>Our patients use our indica gummy to get a consistent, undisturbed night’s sleep and to manage aches and pains. </p>",The Sensi Society,THC Edible,"Edible, gummy",false,Title,Default Title,,,,,KPG|296,0.0,shopify,2,deny,manual,19.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/1565295170-KP_MI_BOX_INDICA.jpg?v=1591046859,1,,false,,,,,,,,,,,,,,,,,lb,,5.00,active
sales,Sales,,The Sensi Society,"","",true,Title,Default Title,,,,,S|292,0.0,,0,deny,manual,0.00,,true,true,,,,,false,,,,,,,,,,,,,,,,,lb,,,active
milk-chocolate-square-100mg-thc,Milk Chocolate Square - 100mg THC,"<p><strong>100mg THC TOTAL</strong><br></p>
<p><span>Luxuriously smooth and creamy milk chocolate bites infused with quality THC.</span></p>
<p><span>Enjoy strong potency without having to compromise taste.</span></p>
<p><br></p>
<p>Add it to cooking recipes, or even pair with a particular food like fruit or cheese.</p>",The Sensi Society,THC Edible,Edible,false,Style,Chocolate Square,,,,,MCS|CHOCO|THC E|290,0.0,shopify,1,deny,manual,14.20,20.00,true,true,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/chocolate-square.png?v=1589855277,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/chocolate-square.png?v=1589855277,lb,,1.50,active
neon-gummy-bears-w-worms-90mg-total,Neon Gummy Bears w/ Worms - 90mg Total,"<p><strong>3 Bears at 30mg each Gummy Bear w/ non-medicated gummy worms</strong></p>
<p><span>Gummy Bears ""Gummies"" are a delicious sweet n’ sour treat full of bold flavors. </span></p>
<p><span>All product is dosed out at 30mg per piece for easy safe dosing. Easily split in half as well if preferred.</span></p>
<p><span>Our gummy always arrives in burst of flavorful sour savoriness always leaving Craving more. The rich texture and explosive taste provide a euphoric and memorable experience for all Cannabis users. </span></p>
<p><span>Using lab grade medical equipment for micro-dosing along with a premium distillate oil, The Sensi Society always delivers a consistent and clean Cannabis product.  </span></p>
<p><span>Instead of just using standard THC isolate, we captures all aspects of the plant, such THC, CBD, CBN, terpenes, and all cannabinoids and flavonoids, giving users the elusive Entourage Effect through its patent pending Full spectrum extraction method. Our gummies are beloved for their rich head and body high.</span></p>",The Sensi Society,THC Edible,"Edible, gummy",false,Mg,90mg Total (3 Bears at 30mg each w/ gummy worms),,,,,NGB|90MG |THC E|286,0.0,shopify,2,deny,manual,13.00,20.00,true,true,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/gummy3.png?v=1589904128,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/gummy3.png?v=1589904128,lb,,4.80,active
neon-gummy-bears-total-60mg,60mg Total - Neon Gummy 2 Bears w/ Worms,"<meta charset=""utf-8"">
<p><span><strong>2 Bears at 30mg each Gummy Bear w/ non-medicated gummy worms</strong></span></p>
<p><span>Gummy Bears ""Gummies"" are a delicious sweet n’ sour treat full of bold flavors. </span></p>
<p><span>All product is dosed out at 30mg per piece for easy safe dosing. Easily split in half as well if preferred.</span></p>
<p><span>Our gummy always arrives in burst of flavorful sour savoriness always leaving Craving more. The rich texture and explosive taste provide a euphoric and memorable experience for all Cannabis users. </span></p>
<p><span>Using lab grade medical equipment for micro-dosing along with a premium distillate oil, The Sensi Society always delivers a consistent and clean Cannabis product.  </span></p>
<p><span>Instead of just using standard THC isolate, we captures all aspects of the plant, such THC, CBD, CBN, terpenes, and all cannabinoids and flavonoids, giving users the elusive Entourage Effect through its patent pending Full spectrum extraction method. Our gummies are beloved for their rich head and body high.</span></p>",The Sensi Society,THC Edible,"Edible, gummy",true,Title,Default Title,,,,,NGB|60MG |THC E|280,0.0,shopify,0,deny,manual,9.00,15.00,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/bears-2.png?v=1589904930,1,,false,,,,,,,,,,,,,,,,,lb,,0.70,active
neon-gummy-bears-edibles,Neon Gummy 30mg Bear w/ Worms,"<meta charset=""utf-8"">
<p><span><strong>1 Gummy Bear 30mg w/ non-medicated gummy worms</strong></span></p>
<p><span>Gummy Bears ""Gummies"" are a delicious sweet n’ sour treat full of bold flavors. </span></p>
<p><span>All product is dosed out at 30mg per piece for easy safe dosing. Easily split in half as well if preferred.</span></p>
<p><span>Our gummy always arrives in burst of flavorful sour savoriness always leaving Craving more. The rich texture and explosive taste provide a euphoric and memorable experience for all Cannabis users. </span></p>
<p><span>Using lab grade medical equipment for micro-dosing along with a premium distillate oil, The Sensi Society always delivers a consistent and clean Cannabis product.  </span></p>
<p><span>Instead of just using standard THC isolate, we captures all aspects of the plant, such THC, CBD, CBN, terpenes, and all cannabinoids and flavonoids, giving users the elusive Entourage Effect through its patent pending Full spectrum extraction method. Our gummies are beloved for their rich head and body high.</span></p>",The Sensi Society,THC Edible,"Edible, gummy",true,Mg,30mg Total (1 Bear w/ gummy worms),,,,,NGB|30MG |THC E|277,0.0,shopify,2,deny,manual,8.00,,true,true,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/1gummy.png?v=1589901899,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/1gummy.png?v=1589901899,lb,,1.60,active
the-sensi-society-hat,The Sensi Society Hat,"",The Sensi Society,"",Accessories,true,Title,Default Title,,,,,TSS|272,0.0,shopify,9,deny,manual,14.20,25.00,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/SensiHatLogo.png?v=1589688645,1,The Sensi Society - Hat,false,,,,,,,,,,,,,,,,,lb,,5.00,active
the-sensi-society-hat,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/IMG_6958.png?v=1589688645,2,,,,,,,,,,,,,,,,,,,,,,
colossal-nug-special-lemon-diesel-greenhouse-flower-hybrid-50-50,*COLOSSAL NUG SPECIAL* Lemon Diesel - Greenhouse Flower (Hybrid 50/50),"<p>Hybrid - 50% Sativa / 50% Indica</p>
<p>THC: 13% - 22%</p>
<p>Bred by Green Lantern Seeds, <strong>Lemon Diesel</strong> is the child of California Sour and Lost Coast OG. The buds have been described as smelling fruity and sweet, with a hint of a skunk. The smell and flavor have been likened to citrus and pepper, with effects that can ""sneak up"" on its consumer. Lemon Diesel was in the Top Ten at the Emerald Cup in 2010. Lemon Diesel is a strain that has been bred making use of Green Lantern Seeds. The Lemon Diesel Strain is a hybrid, which has been formed by the combination of Lost Coast OG and California Sour.</p>
<meta charset=""utf-8"">
<p>This cannabis strain grows tall with dense buds, and usually fills in most during the last couple weeks of growth. Its leaves are long and broad with purple-gray color during maturity. These are fairly easy to grow as they take no more than 9 or 10 weeks to grow properly. In appearance, they are long and have small buds growing on them that are dense.</p>
<p>The dense buds on the cannabis are mostly filled in during the last few weeks of the flowering process of the Lemon Diesel Strain. The leaves of the strain are long and wide as well with a combination of purple and grey color, which serves as its distinguishing factor. The Lemon Diesel Strain is known famously for making the person who uses it feel uplifted. The strain also makes the person creative and happy.</p>",Higher Ground Delivery,Flower,Flower,false,Size,1/4th,,,,,LEM|1/4TH|FLOWE|262,0.0,shopify,1,deny,manual,74.00,,true,true,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/LemonDiesel_bc81217d-e309-4bb0-894f-f312d2efc052.png?v=1591038323,1,,false,Higher Ground Delivery: Blue Zkittles- Indoor Flower,"Dispensary delivery, cannabis delivery in San Francisco, San Mateo, Burlingame, San Carlos, Redwood City, Belmont. Blue Zkittles is a Mendocino, California-bred, potent strain. Yielding 20.4% THC Blue Zkittles is blissful, gently sedating, body-soothing and sexually arousing. Blue Zkittles is an Indica-Dominant, end-of-a-long-day hybrid blend of Blue Diamond and Zkittles.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/IMG_6389_4143b64a-c89a-40eb-8bd3-f92c01a2673b.jpg?v=1591038323,lb,,25.00,active
colossal-nug-special-lemon-diesel-greenhouse-flower-hybrid-50-50,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/IMG_6389_4143b64a-c89a-40eb-8bd3-f92c01a2673b.jpg?v=1591038323,2,,,,,,,,,,,,,,,,,,,,,,
15-1-cbd-ringos-gift-600mg-cart-510-thread-brite-labs,15:1 CBD Ringo's Gift - 600mg Cart 510-Thread Brite Labs,"",Leo Brite Labs,Vape Cart,"Cartridge, vape",false,Title,Default Title,,,,,11C|VAPE |261,0.0,shopify,0,deny,manual,39.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/image_d4479cf0-e583-474f-9cfa-db67e1dd9493.jpg?v=1589328898,1,,false,,,,,,,,,,,,,,,,,lb,,15.00,active
banana-kush-600mg-cart-510-thread-brite-labs,Banana Kush 600mg Cart 510-Thread Brite Labs,"",Leo Brite Labs,Vape Cart,"Cartridge, vape",false,Title,Default Title,,,,,BK6|VAPE |258,0.0,shopify,0,deny,manual,34.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/image_e1efde65-6b50-47b8-af11-f481079c3184.jpg?v=1589328127,1,,false,,,,,,,,,,,,,,,,,lb,,15.00,active
do-si-dos-600mg-cart-510-thread-brite-labs,Do-Si-Dos 600mg Cart 510-Thread Brite Labs,"",Leo Brite Labs,Vape Cart,"Cartridge, vape",false,Title,Default Title,,,,,D6C|VAPE |256,0.0,shopify,0,deny,manual,34.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/image_3b83c9d8-5231-4bf2-9448-fbf906d0ebfa.jpg?v=1589327983,1,,false,,,,,,,,,,,,,,,,,lb,,15.00,active
copy-of-sublime-high-c-500mg-cbd-cartridge-no-thc,Sublime Night Time ACDC 500mg and 100 mg Malatonin CBD Cartridge (No THC),"<p>AC/DC 500mg <strong><a href=""https://www.sublimecanna.com/"">CBD Cartridge by Sublime</a> with 100mg of Melatonin. </strong>Compatible with all 510 thread standard batteries.</p>
<meta charset=""utf-8"">
<p><span>When cannabinoids are enhanced by proprietary terpene blends, the results are sublime. And when you want relaxation without the “high” <a href=""https://weedmaps.com/brands/sublime/products/sublime-high-c-acdc-cbd-cartridge/reviews"" target=""_blank"" rel=""noopener noreferrer""><strong>Sublime High-C ACDC CBD Cartridge</strong></a> is your best bet. This cart contains a 20-to-1 blend of CBD and THC for a delightful balance. Each cartridge is filled with CO2-extracted cannabis oil and compatible with most standard vape batteries.</span></p>
<p><br><span style=""font-size: 1.4em;""><a href=""https://weedmaps.com/brands/sublime/products/sublime-high-c-acdc-cbd-cartridge/reviews"" target=""_blank"" rel=""noopener noreferrer""><span face=""-apple-system, BlinkMacSystemFont, San Francisco, Roboto, Segoe UI, Helvetica Neue, sans-serif"" style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', Roboto, 'Segoe UI', 'Helvetica Neue', sans-serif;"">Reviews:</span></a></span></p>
<p><span style=""font-size: 1.4em;""><a href=""https://weedmaps.com/brands/sublime/products/sublime-high-c-acdc-cbd-cartridge/reviews"" target=""_blank"" title=""https://weedmaps.com/SUBLIME/Reviews"" rel=""noopener noreferrer""><span face=""-apple-system, BlinkMacSystemFont, San Francisco, Roboto, Segoe UI, Helvetica Neue, sans-serif"" style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', Roboto, 'Segoe UI', 'Helvetica Neue', sans-serif;"">https://weedmaps.com/SUBLIME/Reviews</span></a></span></p>",Higher Ground Delivery,Vape Cart,"Cartridge, cbd, vape",false,Title,Default Title,,,,,NGHTTIME|VAPE |254,0.0,shopify,3,deny,manual,19.00,39.00,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/Screen_Shot_2020-03-09_at_2.03.43_AM_b5b375ff-5607-451c-96c5-8e2d7cb655b8.png?v=1589255618,1,,false,,,,,,,,,,,,,,,,,lb,,15.00,active
